127.0.0.1 - - [25/Apr/2024:20:35:33 -0500] "GET / HTTP/1.1" 404 687
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:06 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:06 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:07 -0500] "GET /Mantenimiento_curso/regCursos.jsp HTTP/1.1" 200 1880
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:07 -0500] "GET /Mantenimiento_curso/code.jquery.com/jquery-latest.js HTTP/1.1" 404 747
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:07 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:07 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:30 -0500] "POST /Mantenimiento_curso/CursoServlet?tipo=regist HTTP/1.1" 200 1880
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:30 -0500] "GET /Mantenimiento_curso/code.jquery.com/jquery-latest.js HTTP/1.1" 404 747
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:30 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:30 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:32 -0500] "GET /Mantenimiento_curso/CursoServlet?tipo=list HTTP/1.1" 500 1356
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:32 -0500] "GET /Mantenimiento_curso/code.jquery.com/jquery-latest.js HTTP/1.1" 404 747
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:32 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:32 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:34 -0500] "GET /Mantenimiento_curso/regCursos.jsp HTTP/1.1" 200 1880
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:34 -0500] "GET /Mantenimiento_curso/code.jquery.com/jquery-latest.js HTTP/1.1" 404 747
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:34 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:34 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:36 -0500] "GET /Mantenimiento_curso/CursoServlet?tipo=list HTTP/1.1" 500 1356
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:36 -0500] "GET /Mantenimiento_curso/code.jquery.com/jquery-latest.js HTTP/1.1" 404 747
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:36 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:36 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:38 -0500] "GET /Mantenimiento_curso/regCursos.jsp HTTP/1.1" 200 1880
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:38 -0500] "GET /Mantenimiento_curso/code.jquery.com/jquery-latest.js HTTP/1.1" 404 747
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:38 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:38 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:40 -0500] "POST /Mantenimiento_curso/CursoServlet?tipo=regist HTTP/1.1" 200 1880
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:40 -0500] "GET /Mantenimiento_curso/code.jquery.com/jquery-latest.js HTTP/1.1" 404 747
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:40 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:40 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:41 -0500] "POST /Mantenimiento_curso/CursoServlet?tipo=regist HTTP/1.1" 200 1880
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:41 -0500] "GET /Mantenimiento_curso/code.jquery.com/jquery-latest.js HTTP/1.1" 404 747
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:41 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:41 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:44 -0500] "GET /Mantenimiento_curso/CursoServlet?tipo=list HTTP/1.1" 500 1356
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:44 -0500] "GET /Mantenimiento_curso/code.jquery.com/jquery-latest.js HTTP/1.1" 404 747
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:44 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:44 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:48 -0500] "GET /Mantenimiento_curso/CursoServlet?tipo=list HTTP/1.1" 500 1356
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:48 -0500] "GET /Mantenimiento_curso/code.jquery.com/jquery-latest.js HTTP/1.1" 404 747
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:48 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:48 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:51 -0500] "GET /Mantenimiento_curso/CursoServlet?tipo=list HTTP/1.1" 500 1356
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:51 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:51 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:51 -0500] "GET /Mantenimiento_curso/code.jquery.com/jquery-latest.js HTTP/1.1" 404 747
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:52 -0500] "GET /Mantenimiento_curso/regCursos.jsp HTTP/1.1" 200 1880
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:52 -0500] "GET /Mantenimiento_curso/code.jquery.com/jquery-latest.js HTTP/1.1" 404 747
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:52 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:36:52 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:37:38 -0500] "POST /Mantenimiento_curso/CursoServlet?tipo=regist HTTP/1.1" 500 3989
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:37:38 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:37:38 -0500] "GET /Mantenimiento_curso/code.jquery.com/jquery-latest.js HTTP/1.1" 404 747
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:37:38 -0500] "GET /Mantenimiento_curso/img/ic_info-1.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:37:38 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:37:38 -0500] "GET /Mantenimiento_curso/img/ic_edit.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:37:38 -0500] "GET /Mantenimiento_curso/img/delete-delete-6.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:48:53 -0500] "GET /Mantenimiento_curso/CursoServlet?tipo=delete&id=4 HTTP/1.1" 200 3316
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:48:53 -0500] "GET /Mantenimiento_curso/code.jquery.com/jquery-latest.js HTTP/1.1" 404 747
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:48:53 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:48:53 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:48:57 -0500] "GET /Mantenimiento_curso/CursoServlet?tipo=modif&id=1 HTTP/1.1" 200 1969
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:48:57 -0500] "GET /Mantenimiento_curso/code.jquery.com/jquery-latest.js HTTP/1.1" 404 747
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:48:57 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:48:57 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:49:04 -0500] "POST /Mantenimiento_curso/CursoServlet?tipo=edit HTTP/1.1" 500 3316
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:49:04 -0500] "GET /Mantenimiento_curso/code.jquery.com/jquery-latest.js HTTP/1.1" 404 747
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:49:04 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/@popperjs/core@2.10.2/dist/umd/popper.min.js HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:49:04 -0500] "GET /Mantenimiento_curso/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/js/bootstrap.min.js HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [25/Apr/2024:20:49:08 -0500] "GET /Mantenimiento_curso/CursoServlet?tipo=info&id=1 HTTP/1.1" 200 1231
